t_s,frame_id,camera_timestamp_ns,contrast_roi1,contrast_roi2,mean_roi1,mean_roi2,ratio_roi1_roi2,raw_index
48.475520,2891,4811558209736,0.339241,0.228699,20071.89,8687.81,1.483352,
48.492320,2892,4811574977496,0.339216,0.227177,20073.56,8695.49,1.493179,
48.509085,2893,4811591745240,0.339586,0.227633,20071.58,8683.66,1.491812,
48.525828,2894,4811608513072,0.339414,0.231608,20082.59,8641.29,1.465468,
48.542585,2895,4811625280272,0.339182,0.231978,20073.11,8639.64,1.462130,
48.559391,2896,4811642048032,0.339170,0.230066,20079.88,8649.68,1.474231,
48.576201,2897,4811658816272,0.339213,0.233498,20078.90,8631.03,1.452742,
48.592960,2898,4811675583536,0.339012,0.229225,20075.47,8625.75,1.478946,
48.609591,2899,4811692351736,0.339303,0.229467,20071.90,8628.49,1.478659,
48.626542,2900,4811709119056,0.339427,0.228927,20077.50,8616.35,1.482683,145
48.643189,2901,4811725886240,0.339315,0.227650,20076.74,8645.57,1.490512,
48.660030,2902,4811742653920,0.339343,0.224695,20079.06,8631.78,1.510239,
48.676789,2903,4811759422272,0.339863,0.225032,20077.20,8635.67,1.510287,
48.693555,2904,4811776189976,0.339300,0.227467,20083.10,8595.41,1.491646,
48.710264,2905,4811792957112,0.339279,0.225958,20076.56,8644.82,1.501513,
48.727044,2906,4811809724944,0.339068,0.225626,20077.18,8638.31,1.502788,
48.743733,2907,4811826492976,0.339582,0.227630,20076.84,8639.10,1.491819,
48.760478,2908,4811843260536,0.339743,0.224926,20087.97,8658.80,1.510462,
48.777245,2909,4811860027720,0.339385,0.226719,20086.70,8632.04,1.496942,
48.794010,2910,4811876796000,0.339770,0.228377,20085.75,8669.15,1.487760,
48.810823,2911,4811893562832,0.339468,0.226966,20087.46,8645.25,1.495675,
48.827564,2912,4811910331072,0.339447,0.233107,20089.02,8618.17,1.456184,
48.844313,2913,4811927098240,0.339473,0.230723,20086.54,8573.02,1.471344,
48.861170,2914,4811943865776,0.339330,0.233696,20091.03,8577.06,1.452017,
48.877964,2915,4811960634240,0.339342,0.230683,20081.64,8583.95,1.471032,
48.894679,2916,4811977401552,0.339327,0.233620,20085.34,8602.15,1.452478,
48.911488,2917,4811994169648,0.339000,0.234030,20082.12,8610.27,1.448527,
48.928211,2918,4812010936592,0.339039,0.230983,20082.63,8575.17,1.467813,
48.945024,2919,4812027704960,0.339460,0.229788,20070.71,8624.82,1.477271,
48.961805,2920,4812044471736,0.339240,0.229280,20080.95,8579.86,1.479591,146
48.978570,2921,4812061240256,0.338750,0.229686,20086.12,8546.37,1.474840,
48.995327,2922,4812078008032,0.339003,0.228403,20086.18,8552.79,1.484233,
49.012059,2923,4812094775072,0.338648,0.231550,20076.38,8551.03,1.462524,
49.028817,2924,4812111543032,0.339306,0.232959,20083.24,8531.80,1.456507,
49.045548,2925,4812128310088,0.339035,0.232585,20088.85,8559.45,1.457682,
49.062410,2926,4812145078552,0.339486,0.230462,20084.37,8581.20,1.473065,
49.079160,2927,4812161846032,0.339061,0.232383,20076.21,8582.37,1.459062,
49.095910,2928,4812178613016,0.339811,0.231395,20083.33,8575.42,1.468532,
49.112605,2929,4812195380704,0.339317,0.232950,20087.19,8582.66,1.456607,
49.129373,2930,4812212149312,0.339449,0.228660,20089.15,8574.95,1.484513,
49.146230,2931,4812228916496,0.339445,0.233275,20084.33,8570.53,1.455129,
49.162967,2932,4812245684184,0.339130,0.234399,20074.52,8539.08,1.446809,
49.179751,2933,4812262452256,0.339304,0.231825,20083.01,8546.01,1.463619,
49.196577,2934,4812279219760,0.339233,0.231077,20079.72,8566.55,1.468049,
49.213244,2935,4812295986704,0.339154,0.231527,20078.75,8547.78,1.464860,
49.229957,2936,4812312754536,0.339158,0.230452,20070.60,8584.38,1.471709,
49.246817,2937,4812329522216,0.338905,0.229936,20084.14,8593.61,1.473906,
49.263641,2938,4812346290088,0.339455,0.231117,20084.39,8576.87,1.468758,
49.280417,2939,4812363058216,0.339655,0.228724,20080.84,8579.68,1.485000,
49.297162,2940,4812379825072,0.339208,0.231606,20082.88,8597.27,1.464590,147
49.313848,2941,4812396592848,0.339439,0.229593,20073.59,8623.77,1.478441,
49.330595,2942,4812413360592,0.338742,0.227302,20071.05,8593.15,1.490271,
49.347345,2943,4812430128536,0.339237,0.225926,20074.28,8603.17,1.501539,
49.364132,2944,4812446896352,0.339346,0.228303,20071.71,8610.96,1.486382,
49.380980,2945,4812463664032,0.339602,0.225568,20078.12,8642.80,1.505545,
49.397673,2946,4812480431072,0.339304,0.225921,20071.43,8588.86,1.501872,
49.414427,2947,4812497198624,0.339209,0.231906,20080.27,8623.76,1.462705,
49.431193,2948,4812513967144,0.339096,0.232314,20073.64,8610.71,1.459644,
49.447956,2949,4812530734144,0.339297,0.231804,20072.13,8618.60,1.463725,
49.464706,2950,4812547502384,0.339169,0.230388,20074.40,8607.54,1.472160,
49.481519,2951,4812564270088,0.339191,0.228810,20075.21,8611.33,1.482412,
49.498287,2952,4812581037568,0.339031,0.226297,20077.24,8596.61,1.498165,
49.515056,2953,4812597805200,0.338852,0.227167,20078.55,8578.72,1.491645,
49.531854,2954,4812614572568,0.338939,0.226972,20075.06,8573.83,1.493305,
49.548669,2955,4812631340240,0.339459,0.225958,20071.65,8571.92,1.502310,
49.565374,2956,4812648107888,0.339486,0.223967,20066.31,8620.16,1.515785,
49.582161,2957,4812664875536,0.339465,0.223139,20069.18,8654.55,1.521316,
49.598897,2958,4812681643352,0.338952,0.228086,20075.31,8625.66,1.486069,
49.615705,2959,4812698411200,0.338940,0.230700,20075.67,8624.22,1.469178,
49.632438,2960,4812715179072,0.339301,0.228882,20074.68,8576.58,1.482423,148
49.649275,2961,4812731946424,0.339588,0.229059,20082.04,8585.03,1.482534,
49.666062,2962,4812748713848,0.339622,0.230739,20080.49,8584.25,1.471892,
49.682775,2963,4812765482056,0.339846,0.228698,20085.77,8552.07,1.486003,
49.699552,2964,4812782249552,0.339494,0.228399,20085.59,8580.74,1.486409,
49.716276,2965,4812799016720,0.339695,0.229503,20088.49,8612.30,1.480134,
49.733054,2966,4812815784960,0.339331,0.229776,20082.16,8604.26,1.476787,
49.750020,2967,4812832552056,0.339184,0.229553,20084.31,8594.98,1.477584,
49.766676,2968,4812849319976,0.339665,0.226847,20081.69,8576.19,1.497329,
49.783442,2969,4812866088016,0.339565,0.228456,20082.11,8565.57,1.486347,
49.800196,2970,4812882855216,0.339650,0.226166,20076.01,8600.11,1.501771,
49.816940,2971,4812899622648,0.339855,0.224652,20077.16,8587.05,1.512808,
49.833658,2972,4812916390056,0.339601,0.227082,20077.54,8553.86,1.495497,
49.850516,2973,4812933158440,0.339796,0.226139,20075.30,8575.57,1.502602,
49.867333,2974,4812949926112,0.339627,0.231047,20075.17,8616.75,1.469948,
49.884078,2975,4812966693904,0.339322,0.225450,20072.42,8623.53,1.505092,
49.900839,2976,4812983460760,0.339374,0.226274,20076.22,8647.79,1.499837,
49.917595,2977,4813000228648,0.339277,0.229887,20074.42,8647.90,1.475842,
49.934300,2978,4813016996888,0.339838,0.229975,20072.24,8651.58,1.477716,
49.951143,2979,4813033763736,0.339688,0.227210,20064.72,8631.48,1.495042,
49.967908,2980,4813050531424,0.339774,0.227442,20074.53,8613.42,1.493894,149
49.984674,2981,4813067299240,0.339419,0.229237,20070.85,8597.38,1.480645,
50.001459,2982,4813084066976,0.339581,0.229424,20075.32,8586.37,1.480142,
50.018111,2983,4813100835216,0.339207,0.228080,20079.36,8598.75,1.487226,
50.034975,2984,4813117602072,0.339427,0.225522,20074.27,8593.63,1.505074,
50.051643,2985,4813134370240,0.339357,0.230109,20087.03,8596.83,1.474768,
50.068477,2986,4813151137944,0.339443,0.228487,20068.15,8596.24,1.485608,
50.085235,2987,4813167905032,0.339639,0.226847,20069.39,8552.91,1.497214,
50.101970,2988,4813184673088,0.339599,0.226194,20072.02,8576.97,1.501365,
50.118728,2989,4813201440568,0.339281,0.225058,20079.46,8543.23,1.507527,
50.135551,2990,4813218208088,0.339702,0.227823,20079.80,8552.00,1.491080,
50.152281,2991,4813234975736,0.339478,0.226090,20075.61,8582.80,1.501514,
50.169086,2992,4813251743552,0.339552,0.226946,20081.67,8572.13,1.496177,
50.185850,2993,4813268511680,0.339447,0.226254,20076.37,8597.45,1.500295,
50.202596,2994,4813285278568,0.339398,0.223499,20069.64,8586.42,1.518568,
50.219472,2995,4813302046848,0.339255,0.225764,20076.51,8633.77,1.502698,
50.236107,2996,4813318814480,0.339426,0.224688,20076.49,8615.89,1.510655,
50.252914,2997,4813335582072,0.339569,0.225560,20075.48,8611.88,1.505446,
50.269664,2998,4813352349976,0.339566,0.227314,20079.48,8614.78,1.493814,
50.286508,2999,4813369117032,0.339196,0.225216,20073.13,8587.38,1.506092,
50.303371,3000,4813385885056,0.339222,0.227218,20072.35,8601.16,1.492933,150
50.320031,3001,4813402652408,0.339660,0.227715,20076.02,8598.14,1.491606,
50.336726,3002,4813419419976,0.339669,0.228084,20073.61,8575.78,1.489230,
50.353527,3003,4813436187648,0.339269,0.225981,20071.97,8633.48,1.501315,
50.370323,3004,4813452956072,0.339177,0.224507,20086.24,8599.08,1.510769,
50.387046,3005,4813469723816,0.339681,0.225896,20081.06,8610.19,1.503701,
50.403828,3006,4813486490736,0.339358,0.227130,20080.37,8645.81,1.494114,
50.420710,3007,4813503258960,0.339691,0.226886,20084.44,8628.01,1.497184,
50.437435,3008,4813520026552,0.339320,0.229685,20080.74,8612.42,1.477327,
50.454221,3009,4813536793480,0.339618,0.228572,20081.11,8582.40,1.485826,
50.470969,3010,4813553561776,0.338780,0.226641,20081.44,8577.47,1.494787,
50.487748,3011,4813570329592,0.339397,0.225655,20079.35,8545.02,1.504053,
50.504520,3012,4813587096792,0.339158,0.227327,20082.25,8581.54,1.491936,
50.521278,3013,4813603865000,0.339053,0.226878,20076.58,8597.54,1.494427,
50.538088,3014,4813620632568,0.339014,0.225162,20071.27,8544.46,1.505644,
50.554801,3015,4813637400240,0.338945,0.229382,20066.93,8559.74,1.477640,
50.571573,3016,4813654167552,0.339337,0.227012,20069.86,8568.92,1.494796,
50.588295,3017,4813670935736,0.339092,0.228802,20070.68,8506.05,1.482032,
50.605004,3018,4813687702592,0.338788,0.227665,20072.17,8529.02,1.488097,
50.621876,3019,4813704470240,0.338713,0.227914,20070.32,8557.09,1.486148,
50.638532,3020,4813721238592,0.339145,0.226430,20074.93,8520.13,1.497789,151
50.655337,3021,4813738006168,0.338861,0.223242,20074.30,8494.07,1.517912,
50.672084,3022,4813754773072,0.339233,0.225748,20082.73,8515.96,1.502706,
50.688880,3023,4813771541216,0.339565,0.224818,20075.96,8505.15,1.510399,
50.705596,3024,4813788309016,0.339409,0.223468,20086.95,8525.50,1.518826,
50.722534,3025,4813805076512,0.338951,0.226210,20072.91,8543.81,1.498389,
50.739252,3026,4813821844056,0.339098,0.226511,20073.31,8524.55,1.497049,
50.755985,3027,4813838612312,0.339103,0.228933,20068.61,8540.91,1.481234,
50.772721,3028,4813855379296,0.338721,0.227477,20071.28,8532.76,1.489032,
50.789525,3029,4813872146760,0.339055,0.223596,20067.22,8511.94,1.516376,
50.806248,3030,4813888915072,0.339245,0.226782,20076.60,8542.62,1.495905,
50.822964,3031,4813905682736,0.338673,0.228072,20068.36,8579.58,1.484940,
50.839871,3032,4813922450568,0.339389,0.225438,20078.87,8591.28,1.505467,
50.856620,3033,4813939217568,0.339201,0.223716,20082.09,8638.68,1.516209,
50.873253,3034,4813955985792,0.339394,0.224270,20081.93,8620.33,1.513327,
50.890102,3035,4813972752720,0.339288,0.226590,20075.44,8624.62,1.497364,
50.906862,3036,4813989520480,0.339402,0.227228,20077.78,8609.50,1.493661,
50.923587,3037,4814006288056,0.339237,0.228943,20081.35,8628.33,1.481753,
50.940309,3038,4814023055816,0.339199,0.224534,20074.59,8591.58,1.510677,
50.957196,3039,4814039824240,0.339080,0.224851,20084.92,8615.01,1.508026,
50.973941,3040,4814056591032,0.339093,0.227276,20075.54,8623.95,1.491986,152
50.990731,3041,4814073358624,0.339382,0.227097,20084.12,8590.28,1.494439,
51.007452,3042,4814090126512,0.339477,0.225318,20081.63,8586.75,1.506660,
51.024260,3043,4814106894480,0.339606,0.222499,20068.54,8566.12,1.526327,
51.041008,3044,4814123661592,0.339562,0.225241,20082.30,8614.45,1.507547,
51.057749,3045,4814140429960,0.339704,0.224035,20070.89,8561.72,1.516294,
51.074522,3046,4814157197832,0.339204,0.226144,20080.65,8624.86,1.499948,
51.091349,3047,4814173964720,0.339686,0.224852,20076.30,8650.92,1.510711,
51.108137,3048,4814190732720,0.339851,0.227005,20078.83,8644.47,1.497109,
51.124920,3049,4814207500240,0.339564,0.226605,20084.44,8628.51,1.498487,
51.141584,3050,4814224268000,0.339086,0.227428,20088.43,8609.84,1.490960,
51.158352,3051,4814241035704,0.339426,0.229535,20083.67,8596.15,1.478755,
51.181107,3052,4814257803496,0.339681,0.227535,20083.32,8584.03,1.492870,
51.191863,3053,4814274570792,0.339511,0.231092,20080.65,8613.52,1.469162,
51.208667,3054,4814291338808,0.339840,0.231759,20086.04,8656.33,1.466350,
51.225396,3055,4814308105888,0.339552,0.227536,20082.18,8632.12,1.492297,
51.242186,3056,4814324874016,0.340083,0.229173,20083.81,8637.82,1.483958,
51.258994,3057,4814341641760,0.339807,0.230220,20087.88,8597.29,1.476012,
51.275703,3058,4814358409144,0.339884,0.229906,20083.01,8622.31,1.478360,
51.292474,3059,4814375177200,0.339615,0.231115,20090.27,8597.40,1.469460,
51.309280,3060,4814391944760,0.339978,0.233656,20084.59,8583.94,1.455033,153
51.326138,3061,4814408711848,0.340117,0.233282,20082.90,8605.79,1.457964,
51.342783,3062,4814425479536,0.339914,0.226857,20079.35,8624.76,1.498366,
51.359521,3063,4814442247592,0.340134,0.226592,20081.36,8626.15,1.501087,
51.376403,3064,4814459015056,0.340001,0.228707,20088.61,8631.73,1.486620,
51.393134,3065,4814475782704,0.340383,0.224163,20092.13,8600.84,1.518461,
51.409812,3066,4814492550552,0.340203,0.225326,20079.18,8613.94,1.509825,
51.426744,3067,4814509318216,0.340410,0.226436,20084.92,8662.60,1.503337,
51.443403,3068,4814526085704,0.340300,0.228877,20077.50,8637.01,1.486826,
51.460117,3069,4814542853424,0.340465,0.226367,20076.54,8661.06,1.504037,
51.476939,3070,4814559621680,0.340413,0.225886,20081.87,8629.86,1.507014,
51.493733,3071,4814576389200,0.340242,0.225713,20080.12,8603.12,1.507411,
51.510538,3072,4814593157032,0.340232,0.226205,20079.94,8585.91,1.504089,
51.527312,3073,4814609924664,0.340528,0.232221,20085.59,8597.98,1.466394,
51.544037,3074,4814626691816,0.340757,0.232956,20081.25,8607.76,1.462752,
51.560842,3075,4814643459224,0.340761,0.230187,20081.65,8575.84,1.480364,
51.577617,3076,4814660227056,0.340554,0.234270,20078.62,8596.13,1.453679,
51.594327,3077,4814676994552,0.340722,0.230924,20071.35,8599.74,1.475471,
51.611181,3078,4814693762072,0.340732,0.228899,20081.09,8572.26,1.488572,
51.627876,3079,4814710530032,0.340426,0.229072,20076.38,8582.45,1.486105,
51.644673,3080,4814727298000,0.340347,0.227505,20072.87,8585.83,1.496001,154
51.661502,3081,4814744065512,0.340628,0.228598,20083.61,8570.62,1.490072,
51.678197,3082,4814760833480,0.340768,0.231027,20069.66,8603.44,1.475015,
51.694978,3083,4814777601088,0.340697,0.231543,20078.70,8638.41,1.471420,
51.711701,3084,4814794368272,0.340711,0.229962,20064.77,8623.66,1.481597,
51.728426,3085,4814811136056,0.340926,0.225094,20069.03,8609.47,1.514596,
51.745339,3086,4814827904088,0.340999,0.226992,20069.35,8587.65,1.502255,
51.762004,3087,4814844671496,0.341178,0.228686,20065.26,8570.55,1.491907,
51.778724,3088,4814861439552,0.340879,0.230128,20065.27,8586.89,1.481261,
51.795505,3089,4814878207000,0.340849,0.231459,20062.09,8531.66,1.472611,
51.812255,3090,4814894974680,0.341557,0.230696,20068.25,8556.97,1.480549,
51.829043,3091,4814911741736,0.340977,0.227950,20068.52,8565.04,1.495840,
51.845845,3092,4814928510144,0.341161,0.228846,20071.62,8548.22,1.490788,
51.862661,3093,4814945277112,0.341579,0.225575,20070.89,8527.47,1.514258,
51.879457,3094,4814962045056,0.341189,0.227271,20061.16,8538.36,1.501242,
51.896158,3095,4814978812720,0.340704,0.229527,20065.05,8546.85,1.484374,
51.912881,3096,4814995580480,0.341195,0.231296,20071.33,8558.56,1.475149,
51.929630,3097,4815012348512,0.340849,0.226994,20067.29,8548.21,1.501581,
51.946469,3098,4815029115848,0.341437,0.228571,20058.57,8533.72,1.493786,
51.963181,3099,4815045883592,0.341401,0.230920,20068.01,8546.05,1.478441,
51.979987,3100,4815062651016,0.341579,0.230684,20074.26,8575.69,1.480721,155
51.996791,3101,4815079418608,0.341600,0.230769,20064.86,8571.90,1.480271,
52.013552,3102,4815096186592,0.341608,0.230470,20067.65,8564.51,1.482226,
52.030222,3103,4815112954216,0.341791,0.225871,20065.14,8562.60,1.513213,
52.047061,3104,4815129722032,0.341403,0.227489,20060.91,8558.36,1.500749,
52.063761,3105,4815146488976,0.341587,0.227634,20059.83,8569.90,1.500599,
52.080567,3106,4815163257000,0.342090,0.227975,20066.54,8578.76,1.500557,
52.097380,3107,4815180024256,0.341534,0.229790,20052.36,8569.56,1.486292,
52.114069,3108,4815196792608,0.341553,0.226673,20061.50,8576.33,1.506812,
52.130819,3109,4815213560000,0.341688,0.228704,20069.68,8566.69,1.494017,
52.147606,3110,4815230327568,0.341830,0.227002,20063.44,8593.98,1.505847,
52.164370,3111,4815247095112,0.342055,0.227075,20059.00,8605.20,1.506349,
52.181175,3112,4815263863056,0.341893,0.229296,20056.70,8607.74,1.491054,
52.197928,3113,4815280630296,0.341742,0.228466,20054.96,8571.98,1.495813,
52.214757,3114,4815297398568,0.341707,0.230385,20058.06,8554.59,1.483199,
52.231554,3115,4815314166328,0.341983,0.227956,20060.85,8562.55,1.500216,
52.248200,3116,4815330933592,0.341967,0.228953,20058.39,8597.57,1.493611,
52.264965,3117,4815347701720,0.341962,0.230554,20051.17,8609.80,1.483222,
52.281739,3118,4815364468480,0.341839,0.230522,20057.94,8546.80,1.482889,
52.298515,3119,4815381236736,0.342262,0.231557,20053.49,8574.48,1.478086,
52.315342,3120,4815398004000,0.342539,0.230731,20057.36,8577.79,1.484582,156
52.332122,3121,4815414771680,0.342291,0.227474,20060.61,8537.97,1.504750,
52.348852,3122,4815431539056,0.341715,0.228666,20066.30,8563.63,1.494386,
52.365599,3123,4815448306736,0.341974,0.226280,20062.18,8578.62,1.511285,
52.382354,3124,4815465075088,0.342342,0.229567,20054.65,8610.83,1.491252,
52.399093,3125,4815481842960,0.342680,0.228855,20047.49,8596.47,1.497363,
52.415952,3126,4815498610328,0.342224,0.226791,20061.09,8563.12,1.508983,
52.432713,3127,4815515378240,0.342389,0.224375,20057.85,8596.01,1.525968,
52.449429,3128,4815532145296,0.342235,0.223868,20055.65,8608.97,1.528738,
52.466217,3129,4815548912720,0.342102,0.224140,20069.03,8610.11,1.526289,
52.482992,3130,4815565681088,0.341760,0.229169,20069.72,8595.07,1.491298,
52.499736,3131,4815582448200,0.342610,0.229230,20056.30,8582.00,1.494611,
52.516506,3132,4815599216112,0.342200,0.229095,20059.42,8599.19,1.493700,
52.533339,3133,4815615984056,0.342320,0.227375,20056.38,8571.69,1.505534,
52.550070,3134,4815632750976,0.342380,0.224718,20053.01,8516.26,1.523596,
52.566848,3135,4815649519200,0.341911,0.224499,20065.33,8540.38,1.522995,
52.583624,3136,4815666287072,0.342198,0.223124,20055.07,8560.70,1.533662,
52.600377,3137,4815683054352,0.342237,0.227209,20058.16,8571.09,1.506262,
52.617120,3138,4815699821944,0.342536,0.228196,20056.99,8591.82,1.501060,
52.633883,3139,4815716589536,0.342424,0.231183,20045.33,8636.58,1.481178,
52.650742,3140,4815733357568,0.342377,0.225239,20053.15,8554.04,1.520061,157
52.667520,3141,4815750125216,0.342061,0.223035,20058.05,8572.95,1.533662,
52.684265,3142,4815766893016,0.342201,0.220084,20053.88,8609.70,1.554864,
52.701042,3143,4815783660256,0.341661,0.226200,20059.34,8621.19,1.510439,
52.717759,3144,4815800427976,0.342167,0.227871,20061.97,8637.08,1.501585,
52.734527,3145,4815817196056,0.342185,0.227594,20057.89,8633.43,1.503489,
52.751271,3146,4815833963256,0.342255,0.225245,20056.09,8639.62,1.519476,
52.768092,3147,4815850731272,0.341909,0.229384,20058.55,8620.35,1.490555,
52.784873,3148,4815867498944,0.341897,0.229777,20061.25,8597.49,1.487953,
52.801636,3149,4815884266736,0.341912,0.229122,20057.07,8638.34,1.492269,
52.818352,3150,4815901034072,0.342107,0.227832,20059.02,8660.00,1.501578,
52.835146,3151,4815917802056,0.342613,0.228604,20050.14,8630.08,1.498722,
52.851893,3152,4815934569464,0.341975,0.226169,20055.67,8645.83,1.512036,
52.868653,3153,4815951337272,0.342047,0.227925,20048.87,8594.25,1.500702,
52.885431,3154,4815968105072,0.342249,0.223583,20052.45,8568.08,1.530743,
52.902180,3155,4815984872720,0.342260,0.222200,20049.00,8598.03,1.540327,
52.918957,3156,4816001639568,0.341917,0.222736,20048.41,8565.97,1.535079,
52.935746,3157,4816018407240,0.342104,0.226082,20058.57,8562.94,1.513183,
52.952498,3158,4816035175200,0.342702,0.226660,20050.47,8611.67,1.511967,
52.969297,3159,4816051942832,0.342335,0.228612,20057.61,8602.92,1.497450,
52.986041,3160,4816068710592,0.342679,0.227660,20061.64,8561.68,1.505225,158
53.002825,3161,4816085478240,0.342256,0.226448,20053.48,8583.14,1.511412,
53.019542,3162,4816102246088,0.342493,0.228913,20055.94,8593.69,1.496168,
53.036329,3163,4816119013184,0.342543,0.225322,20061.39,8553.96,1.520234,
53.053082,3164,4816135781464,0.342249,0.227199,20055.46,8558.79,1.506380,
53.069887,3165,4816152548720,0.342283,0.227336,20057.59,8592.51,1.505627,
53.086631,3166,4816169316848,0.342425,0.228067,20059.51,8626.27,1.501422,
53.103338,3167,4816186083792,0.341919,0.229838,20055.06,8618.33,1.487654,
53.120154,3168,4816202851760,0.342285,0.228130,20061.06,8612.49,1.500395,
53.136971,3169,4816219619216,0.341992,0.228475,20053.19,8570.02,1.496844,
53.153685,3170,4816236387240,0.342240,0.230390,20061.59,8558.48,1.485482,
53.170547,3171,4816253155256,0.342088,0.226866,20061.86,8608.23,1.507884,
53.187231,3172,4816269922960,0.342174,0.227476,20066.36,8621.59,1.504217,
53.204067,3173,4816286689944,0.342117,0.229994,20066.05,8659.94,1.487507,
53.220764,3174,4816303458312,0.342859,0.224587,20058.43,8594.27,1.526620,
53.237533,3175,4816320225720,0.341940,0.230622,20075.79,8629.59,1.482685,
53.254307,3176,4816336993184,0.342053,0.229618,20082.96,8627.28,1.489658,
53.271056,3177,4816353761016,0.341901,0.226754,20082.43,8605.42,1.507804,
53.287829,3178,4816370528088,0.342286,0.228694,20081.66,8575.79,1.496703,
53.304569,3179,4816387296088,0.342329,0.227215,20070.97,8626.12,1.506630,
53.321373,3180,4816404063552,0.341864,0.226274,20066.99,8596.40,1.510839,159
53.338251,3181,4816420831736,0.341973,0.227662,20069.18,8609.84,1.502104,
53.354930,3182,4816437598736,0.342319,0.227904,20077.66,8609.97,1.502036,
53.371676,3183,4816454367088,0.342012,0.230376,20078.06,8575.98,1.484583,
53.388440,3184,4816471134168,0.342035,0.231016,20075.03,8603.14,1.480566,
53.405228,3185,4816487901664,0.342359,0.228487,20082.38,8629.88,1.498378,
53.421976,3186,4816504669512,0.342249,0.226595,20078.40,8636.05,1.510398,
53.438847,3187,4816521437240,0.342054,0.223462,20082.02,8604.91,1.530704,
53.455654,3188,4816538205552,0.342311,0.225431,20082.25,8578.05,1.518475,
53.472289,3189,4816554972920,0.342191,0.229796,20079.03,8579.63,1.489109,
53.489046,3190,4816571740552,0.342534,0.230018,20083.48,8637.16,1.489161,
53.505818,3191,4816588507680,0.342394,0.228237,20089.20,8592.36,1.500172,
53.522565,3192,4816605275424,0.342432,0.229856,20072.44,8560.00,1.489767,
53.539412,3193,4816622043216,0.342097,0.231034,20072.06,8604.29,1.480724,
53.556200,3194,4816638811272,0.342345,0.232142,20085.62,8605.62,1.474722,
53.572866,3195,4816655578512,0.342287,0.228433,20089.73,8635.18,1.498413,
53.589711,3196,4816672346088,0.342101,0.229506,20082.74,8619.77,1.490595,
53.606462,3197,4816689114056,0.342190,0.227604,20078.44,8619.91,1.503442,
53.623210,3198,4816705882000,0.342180,0.225653,20074.96,8600.57,1.516395,
53.639962,3199,4816722649144,0.342578,0.224681,20077.95,8616.38,1.524733,
53.656751,3200,4816739417512,0.342422,0.222919,20079.90,8570.36,1.536082,160
53.673476,3201,4816756184736,0.341983,0.227008,20080.68,8565.53,1.506475,
53.690228,3202,4816772952760,0.342328,0.226450,20075.97,8605.76,1.511716,
53.707067,3203,4816789719704,0.341942,0.222012,20080.59,8579.76,1.540197,
53.723825,3204,4816806487272,0.342089,0.224364,20088.04,8580.95,1.524703,
53.740579,3205,4816823255056,0.342350,0.224406,20079.12,8568.77,1.525586,
53.757328,3206,4816840023272,0.342320,0.230076,20080.88,8553.68,1.487852,
53.774100,3207,4816856790216,0.342511,0.226666,20084.40,8570.01,1.511083,
53.790931,3208,4816873558144,0.342124,0.231146,20083.56,8546.36,1.480118,
53.807670,3209,4816890326168,0.342493,0.230787,20085.11,8555.97,1.484018,
53.824452,3210,4816907093960,0.341949,0.228718,20085.98,8571.85,1.495067,
53.841262,3211,4816923861496,0.342053,0.226519,20082.28,8554.04,1.510041,
53.858010,3212,4816940629032,0.342195,0.223660,20089.08,8603.83,1.529982,
53.874700,3213,4816957396720,0.341981,0.224601,20079.09,8633.74,1.522611,
53.891596,3214,4816974163944,0.341917,0.229030,20073.84,8630.86,1.492891,
53.908343,3215,4816990932240,0.342438,0.226935,20084.06,8587.19,1.508970,
53.925033,3216,4817007699904,0.342605,0.229687,20093.12,8609.86,1.491622,
53.941791,3217,4817024467240,0.342812,0.227789,20090.91,8594.02,1.504954,
53.958602,3218,4817041234888,0.341951,0.227424,20086.12,8537.32,1.503582,
53.975365,3219,4817058002112,0.341542,0.227888,20080.97,8468.97,1.498728,
53.992263,3220,4817074769944,0.341788,0.230224,20078.68,8517.14,1.484588,161
54.008912,3221,4817091537720,0.341947,0.226205,20079.07,8500.18,1.511670,
54.025676,3222,4817108305088,0.342013,0.228874,20104.45,8499.80,1.494332,
54.042398,3223,4817125073216,0.342401,0.229524,20084.22,8547.71,1.491789,
54.059226,3224,4817141840592,0.342544,0.229775,20090.54,8582.01,1.490777,
54.075915,3225,4817158609016,0.342717,0.231112,20091.48,8586.06,1.482901,
54.092804,3226,4817175376016,0.342170,0.231263,20084.11,8615.39,1.479570,
54.109542,3227,4817192144240,0.342370,0.230259,20087.82,8562.17,1.486887,
54.126371,3228,4817208911088,0.342391,0.228086,20088.56,8560.77,1.501145,
54.143011,3229,4817225679272,0.342008,0.229968,20091.60,8551.88,1.487202,
54.159884,3230,4817242447072,0.341945,0.228957,20097.75,8599.58,1.493492,
54.176551,3231,4817259214200,0.342266,0.231532,20099.68,8599.60,1.478267,
54.193358,3232,4817275982072,0.342239,0.231476,20091.73,8551.84,1.478512,
54.210096,3233,4817292749680,0.342015,0.236422,20078.87,8607.29,1.446627,
54.226874,3234,4817309517832,0.342570,0.233385,20076.24,8668.54,1.467835,
54.243611,3235,4817326285144,0.341901,0.232747,20080.72,8631.82,1.468980,
54.260375,3236,4817343052352,0.342051,0.236685,20083.30,8610.48,1.445174,
54.277157,3237,4817359820576,0.342072,0.233200,20091.63,8638.64,1.466861,
